,iso2,year,sex,age,cases
3311,NO,2008,f,35-44,4
3312,NR,2008,f,35-44,0
3313,NZ,2008,f,35-44,9
3314,OM,2008,f,35-44,4
3315,PE,2008,f,35-44,1112
3316,PF,2008,f,35-44,1
3317,PL,2005,f,35-44,112
3318,PL,2006,f,35-44,112
3319,PL,2007,f,35-44,120
3320,PL,2008,f,35-44,112
3321,PR,2008,f,35-44,3
3322,PS,2008,f,35-44,0
3323,PT,2005,f,35-44,66
3324,PT,2006,f,35-44,85
3325,PT,2007,f,35-44,61
3326,PT,2008,f,35-44,55
3327,PY,2008,f,35-44,60
3328,QA,2008,f,35-44,6
3329,RO,2005,f,35-44,493
3330,RO,2006,f,35-44,448
3331,RO,2008,f,35-44,518
3332,RS,2005,f,35-44,55
3333,RS,2006,f,35-44,43
3334,RS,2007,f,35-44,43
3335,RS,2008,f,35-44,33
3336,RU,2008,f,35-44,1707
3337,SB,2008,f,35-44,11
3338,SC,2008,f,35-44,0
3339,SD,2008,f,35-44,841
3340,SE,2005,f,35-44,12
3341,SE,2006,f,35-44,9
3342,SE,2007,f,35-44,8
3343,SE,2008,f,35-44,5
3344,SG,2008,f,35-44,20
3345,SI,2005,f,35-44,6
3346,SI,2006,f,35-44,4
3347,SI,2007,f,35-44,6
3348,SI,2008,f,35-44,2
3349,SK,2005,f,35-44,9
3350,SK,2006,f,35-44,7
3351,SK,2007,f,35-44,5
3352,SK,2008,f,35-44,4
3353,SN,2008,f,35-44,368
3354,SV,2008,f,35-44,55
3355,SZ,2008,f,35-44,309
3356,TJ,2005,f,35-44,151
3357,TJ,2008,f,35-44,121
3358,TM,2005,f,35-44,72
3359,TM,2007,f,35-44,81
3360,TO,2008,f,35-44,0
3361,TR,2005,f,35-44,243
3362,TR,2006,f,35-44,235
3363,TR,2007,f,35-44,246
3364,TR,2008,f,35-44,233
3365,TT,2008,f,35-44,4
3366,TV,2008,f,35-44,2
3367,UA,2007,f,35-44,1314
3368,UG,2008,f,35-44,1749
3369,US,2008,f,35-44,269
3370,UY,2008,f,35-44,26
3371,UZ,2007,f,35-44,342
3372,VE,2008,f,35-44,228
3373,ZA,2008,f,35-44,13778
3374,AD,2005,f,45-54,0
3375,AD,2006,f,45-54,1
3376,AD,2008,f,45-54,1
3377,AE,2008,f,45-54,1
3378,AL,2005,f,45-54,5
3379,AL,2006,f,45-54,7
3380,AL,2007,f,45-54,7
3381,AM,2005,f,45-54,11
3382,AM,2006,f,45-54,15
3383,AM,2007,f,45-54,7
3384,AM,2008,f,45-54,14
3385,AR,2008,f,45-54,221
3386,AT,2005,f,45-54,3
3387,AT,2006,f,45-54,5
3388,AZ,2005,f,45-54,32
3389,AZ,2006,f,45-54,44
3390,BA,2005,f,45-54,28
3391,BA,2006,f,45-54,29
3392,BA,2007,f,45-54,0
3393,BA,2008,f,45-54,11
3394,BB,2008,f,45-54,0
3395,BE,2005,f,45-54,12
3396,BE,2006,f,45-54,6
3397,BE,2008,f,45-54,8
3398,BG,2005,f,45-54,29
3399,BG,2008,f,45-54,31
3400,BH,2008,f,45-54,1
3401,BN,2008,f,45-54,7
3402,BR,2008,f,45-54,1669
3403,BS,2008,f,45-54,0
3404,BW,2008,f,45-54,135
3405,BZ,2008,f,45-54,4
3406,CA,2008,f,45-54,27
3407,CH,2005,f,45-54,3
3408,CH,2006,f,45-54,5
3409,CH,2007,f,45-54,0
3410,CH,2008,f,45-54,2
3411,CM,2008,f,45-54,568
3412,CY,2005,f,45-54,0
3413,CY,2006,f,45-54,0
3414,CY,2007,f,45-54,0
3415,CY,2008,f,45-54,0
3416,CZ,2005,f,45-54,7
3417,CZ,2006,f,45-54,10
3418,CZ,2007,f,45-54,9
3419,CZ,2008,f,45-54,5
3420,DE,2005,f,45-54,43
3421,DE,2006,f,45-54,39
3422,DE,2007,f,45-54,116
3423,DE,2008,f,45-54,41
3424,DK,2005,f,45-54,9
3425,DK,2006,f,45-54,5
3426,DK,2007,f,45-54,4
3427,DK,2008,f,45-54,8
3428,DM,2008,f,45-54,0
3429,DO,2008,f,45-54,96
3430,EE,2005,f,45-54,11
3431,EE,2006,f,45-54,9
3432,EE,2007,f,45-54,8
3433,EE,2008,f,45-54,8
3434,EG,2008,f,45-54,195
3435,ES,2005,f,45-54,63
3436,ES,2006,f,45-54,48
3437,ES,2007,f,45-54,63
3438,ES,2008,f,45-54,68
3439,FI,2005,f,45-54,0
3440,FI,2006,f,45-54,4
3441,FI,2007,f,45-54,5
3442,FI,2008,f,45-54,4
3443,FM,2008,f,45-54,1
3444,FR,2005,f,45-54,56
3445,FR,2006,f,45-54,67
3446,FR,2007,f,45-54,56
3447,FR,2008,f,45-54,50
3448,GB,2005,f,45-54,39
3449,GB,2006,f,45-54,60
3450,GB,2007,f,45-54,58
3451,GB,2008,f,45-54,27
3452,GE,2006,f,45-54,60
3453,GE,2007,f,45-54,54
3454,GE,2008,f,45-54,171
3455,GM,2008,f,45-54,43
3456,GR,2005,f,45-54,7
3457,GR,2006,f,45-54,5
3458,GR,2007,f,45-54,8
3459,GR,2008,f,45-54,4
3460,GT,2008,f,45-54,154
3461,GU,2008,f,45-54,1
3462,GY,2008,f,45-54,12
3463,HK,2008,f,45-54,45
3464,HN,2008,f,45-54,90
3465,HR,2005,f,45-54,11
3466,HR,2006,f,45-54,22
3467,HR,2008,f,45-54,15
3468,HT,2008,f,45-54,378
3469,HU,2005,f,45-54,22
3470,HU,2006,f,45-54,28
3471,HU,2007,f,45-54,17
3472,HU,2008,f,45-54,12
3473,ID,2008,f,45-54,11899
3474,IE,2005,f,45-54,3
3475,IE,2006,f,45-54,4
3476,IE,2007,f,45-54,14
3477,IE,2008,f,45-54,3
3478,IL,2005,f,45-54,6
3479,IL,2006,f,45-54,4
3480,IL,2007,f,45-54,3
3481,IL,2008,f,45-54,8
3482,IQ,2008,f,45-54,175
3483,IR,2008,f,45-54,263
3484,IS,2005,f,45-54,0
3485,IS,2006,f,45-54,0
3486,IS,2007,f,45-54,0
3487,IS,2008,f,45-54,0
3488,IT,2005,f,45-54,25
3489,IT,2006,f,45-54,48
3490,IT,2007,f,45-54,31
3491,IT,2008,f,45-54,24
3492,JM,2008,f,45-54,1
3493,JO,2008,f,45-54,4
3494,JP,2008,f,45-54,173
3495,KE,2008,f,45-54,1065
3496,KG,2005,f,45-54,70
3497,KI,2008,f,45-54,9
3498,KM,2008,f,45-54,6
3499,KN,2008,f,45-54,1
3500,KP,2008,f,45-54,2282
3501,KR,2008,f,45-54,402
3502,KW,2008,f,45-54,7
3503,KZ,2005,f,45-54,286
3504,KZ,2007,f,45-54,249
3505,KZ,2008,f,45-54,230
3506,LB,2008,f,45-54,7
3507,LC,2008,f,45-54,2
3508,LR,2008,f,45-54,298
3509,LS,2008,f,45-54,146
3510,LT,2005,f,45-54,49
3511,LT,2006,f,45-54,52
3512,LT,2007,f,45-54,50
3513,LT,2008,f,45-54,36
3514,LU,2005,f,45-54,1
3515,LU,2006,f,45-54,0
3516,LU,2007,f,45-54,0
3517,LU,2008,f,45-54,0
3518,LV,2005,f,45-54,23
3519,LV,2006,f,45-54,28
3520,LV,2008,f,45-54,21
3521,LY,2008,f,45-54,20
3522,MA,2008,f,45-54,360
3523,MD,2005,f,45-54,61
3524,MD,2007,f,45-54,58
3525,MD,2008,f,45-54,52
3526,ME,2005,f,45-54,4
3527,ME,2007,f,45-54,3
3528,ME,2008,f,45-54,10
3529,MG,2008,f,45-54,911
3530,MH,2008,f,45-54,5
3531,MK,2005,f,45-54,7
3532,MK,2006,f,45-54,6
3533,MK,2007,f,45-54,4
3534,MK,2008,f,45-54,8
3535,ML,2008,f,45-54,245
3536,MO,2008,f,45-54,6
3537,MP,2008,f,45-54,0
3538,MT,2005,f,45-54,0
3539,MT,2006,f,45-54,0
3540,MT,2007,f,45-54,0
3541,MT,2008,f,45-54,0
3542,MU,2008,f,45-54,5
3543,MX,2008,f,45-54,774
3544,MY,2008,f,45-54,878
3545,NC,2008,f,45-54,0
3546,NL,2005,f,45-54,9
3547,NL,2006,f,45-54,5
3548,NL,2007,f,45-54,6
3549,NL,2008,f,45-54,6
3550,NO,2005,f,45-54,1
3551,NO,2006,f,45-54,2
3552,NO,2008,f,45-54,0
3553,NR,2008,f,45-54,0
3554,NZ,2008,f,45-54,3
3555,OM,2008,f,45-54,4
3556,PE,2008,f,45-54,791
3557,PF,2008,f,45-54,0
3558,PL,2005,f,45-54,151
3559,PL,2006,f,45-54,118
3560,PL,2007,f,45-54,132
3561,PL,2008,f,45-54,132
3562,PR,2008,f,45-54,2
3563,PS,2008,f,45-54,1
3564,PT,2005,f,45-54,29
3565,PT,2006,f,45-54,33
3566,PT,2007,f,45-54,27
3567,PT,2008,f,45-54,38
3568,PY,2008,f,45-54,61
3569,QA,2008,f,45-54,2
3570,RO,2005,f,45-54,374
3571,RO,2006,f,45-54,334
3572,RO,2008,f,45-54,320
3573,RS,2005,f,45-54,49
3574,RS,2006,f,45-54,44
3575,RS,2007,f,45-54,43
3576,RS,2008,f,45-54,39
3577,RU,2008,f,45-54,1530
3578,SB,2008,f,45-54,13
3579,SC,2008,f,45-54,0
3580,SD,2008,f,45-54,601
3581,SE,2005,f,45-54,5
3582,SE,2006,f,45-54,1
3583,SE,2007,f,45-54,4
3584,SE,2008,f,45-54,4
3585,SG,2008,f,45-54,26
3586,SI,2005,f,45-54,5
3587,SI,2006,f,45-54,2
3588,SI,2007,f,45-54,2
3589,SI,2008,f,45-54,5
3590,SK,2005,f,45-54,5
3591,SK,2006,f,45-54,4
3592,SK,2007,f,45-54,6
3593,SK,2008,f,45-54,5
3594,SN,2008,f,45-54,230
3595,SV,2008,f,45-54,42
3596,SZ,2008,f,45-54,114
3597,TJ,2005,f,45-54,89
3598,TJ,2008,f,45-54,101
3599,TM,2005,f,45-54,46
3600,TM,2007,f,45-54,69
3601,TO,2008,f,45-54,1
3602,TR,2005,f,45-54,175
3603,TR,2006,f,45-54,155
3604,TR,2007,f,45-54,165
3605,TR,2008,f,45-54,152
3606,TT,2008,f,45-54,8
3607,TV,2008,f,45-54,1
3608,UA,2007,f,45-54,855
3609,UG,2008,f,45-54,862
3610,US,2008,f,45-54,224
3611,UY,2008,f,45-54,15
3612,UZ,2007,f,45-54,255
3613,VE,2008,f,45-54,171
3614,ZA,2008,f,45-54,7146
3615,AD,2005,f,55-64,0
3616,AD,2006,f,55-64,0
3617,AD,2008,f,55-64,0
3618,AE,2008,f,55-64,3
3619,AL,2005,f,55-64,5
3620,AL,2006,f,55-64,7
3621,AL,2007,f,55-64,11
3622,AM,2005,f,55-64,4
3623,AM,2006,f,55-64,7
3624,AM,2007,f,55-64,7
3625,AM,2008,f,55-64,10
3626,AR,2008,f,55-64,157
3627,AT,2005,f,55-64,5
3628,AT,2006,f,55-64,3
3629,AZ,2005,f,55-64,24
3630,AZ,2006,f,55-64,15
3631,BA,2005,f,55-64,28
3632,BA,2006,f,55-64,20
3633,BA,2007,f,55-64,0
3634,BA,2008,f,55-64,6
3635,BB,2008,f,55-64,0
3636,BE,2005,f,55-64,4
3637,BE,2006,f,55-64,7
3638,BE,2008,f,55-64,3
3639,BG,2005,f,55-64,37
3640,BG,2008,f,55-64,23
3641,BH,2008,f,55-64,0
3642,BN,2008,f,55-64,7
3643,BR,2008,f,55-64,964
3644,BS,2008,f,55-64,0
3645,BW,2008,f,55-64,51
3646,BZ,2008,f,55-64,3
3647,CA,2008,f,55-64,20
3648,CH,2005,f,55-64,2
3649,CH,2006,f,55-64,1
3650,CH,2007,f,55-64,3
3651,CH,2008,f,55-64,1
3652,CM,2008,f,55-64,234
3653,CY,2005,f,55-64,0
3654,CY,2006,f,55-64,0
3655,CY,2007,f,55-64,0
3656,CY,2008,f,55-64,0
3657,CZ,2005,f,55-64,5
3658,CZ,2006,f,55-64,6
3659,CZ,2007,f,55-64,5
3660,CZ,2008,f,55-64,10
3661,DE,2005,f,55-64,37
3662,DE,2006,f,55-64,24
3663,DE,2007,f,55-64,46
3664,DE,2008,f,55-64,33
3665,DK,2005,f,55-64,3
3666,DK,2006,f,55-64,5
3667,DK,2007,f,55-64,5
3668,DK,2008,f,55-64,4
3669,DM,2008,f,55-64,0
3670,DO,2008,f,55-64,55
3671,EE,2005,f,55-64,6
3672,EE,2006,f,55-64,4
3673,EE,2007,f,55-64,7
3674,EE,2008,f,55-64,4
3675,EG,2008,f,55-64,169
3676,ES,2005,f,55-64,24
3677,ES,2006,f,55-64,19
3678,ES,2007,f,55-64,23
3679,ES,2008,f,55-64,16
3680,FI,2005,f,55-64,6
3681,FI,2006,f,55-64,1
3682,FI,2007,f,55-64,0
3683,FI,2008,f,55-64,2
3684,FM,2008,f,55-64,0
3685,FR,2005,f,55-64,38
3686,FR,2006,f,55-64,44
3687,FR,2007,f,55-64,61
3688,FR,2008,f,55-64,38
3689,GB,2005,f,55-64,28
3690,GB,2006,f,55-64,42
3691,GB,2007,f,55-64,45
3692,GB,2008,f,55-64,28
3693,GE,2006,f,55-64,26
3694,GE,2007,f,55-64,17
3695,GE,2008,f,55-64,109
3696,GM,2008,f,55-64,45
3697,GR,2005,f,55-64,2
3698,GR,2006,f,55-64,6
3699,GR,2007,f,55-64,3
3700,GR,2008,f,55-64,3
3701,GT,2008,f,55-64,100
3702,GU,2008,f,55-64,1
3703,GY,2008,f,55-64,3
3704,HK,2008,f,55-64,40
3705,HN,2008,f,55-64,82
3706,HR,2005,f,55-64,6
3707,HR,2006,f,55-64,7
3708,HR,2008,f,55-64,12
3709,HT,2008,f,55-64,179
3710,HU,2005,f,55-64,15
3711,HU,2006,f,55-64,11
3712,HU,2007,f,55-64,6
3713,HU,2008,f,55-64,5
3714,ID,2008,f,55-64,8485
3715,IE,2005,f,55-64,0
3716,IE,2006,f,55-64,3
3717,IE,2007,f,55-64,2
3718,IE,2008,f,55-64,3
3719,IL,2005,f,55-64,1
3720,IL,2006,f,55-64,2
3721,IL,2007,f,55-64,6
3722,IL,2008,f,55-64,4
3723,IQ,2008,f,55-64,161
3724,IR,2008,f,55-64,367
3725,IS,2005,f,55-64,0
3726,IS,2006,f,55-64,0
3727,IS,2007,f,55-64,0
3728,IS,2008,f,55-64,0
3729,IT,2005,f,55-64,19
3730,IT,2006,f,55-64,16
3731,IT,2007,f,55-64,19
3732,IT,2008,f,55-64,21
3733,JM,2008,f,55-64,1
3734,JO,2008,f,55-64,7
3735,JP,2008,f,55-64,253
3736,KE,2008,f,55-64,481
3737,KG,2005,f,55-64,33
3738,KI,2008,f,55-64,3
3739,KM,2008,f,55-64,2
3740,KN,2008,f,55-64,0
3741,KP,2008,f,55-64,1177
3742,KR,2008,f,55-64,360
3743,KW,2008,f,55-64,5
3744,KZ,2005,f,55-64,121
3745,KZ,2007,f,55-64,124
3746,KZ,2008,f,55-64,137
3747,LB,2008,f,55-64,3
3748,LC,2008,f,55-64,1
3749,LR,2008,f,55-64,170
3750,LS,2008,f,55-64,76
3751,LT,2005,f,55-64,23
3752,LT,2006,f,55-64,38
3753,LT,2007,f,55-64,22
3754,LT,2008,f,55-64,18
3755,LU,2005,f,55-64,1
3756,LU,2006,f,55-64,1
3757,LU,2007,f,55-64,0
3758,LU,2008,f,55-64,0
3759,LV,2005,f,55-64,18
3760,LV,2006,f,55-64,9
3761,LV,2008,f,55-64,9
3762,LY,2008,f,55-64,9
3763,MA,2008,f,55-64,290
3764,MD,2005,f,55-64,23
3765,MD,2007,f,55-64,25
3766,MD,2008,f,55-64,22
3767,ME,2005,f,55-64,0
3768,ME,2007,f,55-64,3
3769,ME,2008,f,55-64,4
3770,MG,2008,f,55-64,383
3771,MH,2008,f,55-64,1
3772,MK,2005,f,55-64,5
3773,MK,2006,f,55-64,7
3774,MK,2007,f,55-64,4
3775,MK,2008,f,55-64,7
3776,ML,2008,f,55-64,172
3777,MO,2008,f,55-64,6
3778,MP,2008,f,55-64,1
3779,MT,2005,f,55-64,0
3780,MT,2006,f,55-64,0
3781,MT,2007,f,55-64,0
3782,MT,2008,f,55-64,0
3783,MU,2008,f,55-64,2
3784,MX,2008,f,55-64,699
3785,MY,2008,f,55-64,648
3786,NC,2008,f,55-64,0
3787,NL,2005,f,55-64,1
3788,NL,2006,f,55-64,3
3789,NL,2007,f,55-64,5
3790,NL,2008,f,55-64,6
3791,NO,2005,f,55-64,0
3792,NO,2006,f,55-64,1
3793,NO,2008,f,55-64,1
3794,NR,2008,f,55-64,0
3795,NZ,2008,f,55-64,3
3796,OM,2008,f,55-64,5
3797,PE,2008,f,55-64,373
3798,PF,2008,f,55-64,1
3799,PL,2005,f,55-64,63
3800,PL,2006,f,55-64,72
3801,PL,2007,f,55-64,79
3802,PL,2008,f,55-64,77
3803,PR,2008,f,55-64,3
3804,PS,2008,f,55-64,2
3805,PT,2005,f,55-64,11
3806,PT,2006,f,55-64,22
3807,PT,2007,f,55-64,12
3808,PT,2008,f,55-64,15
3809,PY,2008,f,55-64,42
3810,QA,2008,f,55-64,0
3811,RO,2005,f,55-64,219
3812,RO,2006,f,55-64,224
3813,RO,2008,f,55-64,225
3814,RS,2005,f,55-64,22
3815,RS,2006,f,55-64,44
3816,RS,2007,f,55-64,26
3817,RS,2008,f,55-64,26
3818,RU,2008,f,55-64,687
3819,SB,2008,f,55-64,3
3820,SC,2008,f,55-64,0
3821,SD,2008,f,55-64,344
3822,SE,2005,f,55-64,3
3823,SE,2006,f,55-64,2
3824,SE,2007,f,55-64,1
3825,SE,2008,f,55-64,1
3826,SG,2008,f,55-64,17
3827,SI,2005,f,55-64,4
3828,SI,2006,f,55-64,4
3829,SI,2007,f,55-64,3
3830,SI,2008,f,55-64,2
3831,SK,2005,f,55-64,6
3832,SK,2006,f,55-64,3
3833,SK,2007,f,55-64,3
3834,SK,2008,f,55-64,1
3835,SN,2008,f,55-64,148
3836,SV,2008,f,55-64,40
3837,SZ,2008,f,55-64,57
3838,TJ,2005,f,55-64,43
3839,TJ,2008,f,55-64,40
3840,TM,2005,f,55-64,27
3841,TM,2007,f,55-64,36
3842,TO,2008,f,55-64,2
3843,TR,2005,f,55-64,166
3844,TR,2006,f,55-64,149
3845,TR,2007,f,55-64,128
3846,TR,2008,f,55-64,139
3847,TT,2008,f,55-64,4
3848,TV,2008,f,55-64,0
3849,UA,2007,f,55-64,438
3850,UG,2008,f,55-64,314
3851,US,2008,f,55-64,172
3852,UY,2008,f,55-64,13
3853,UZ,2007,f,55-64,235
3854,VE,2008,f,55-64,146
3855,ZA,2008,f,55-64,3234
3856,AD,2005,f,65+,0
3857,AD,2006,f,65+,0
3858,AD,2008,f,65+,0
3859,AE,2008,f,65+,3
3860,AL,2005,f,65+,18
3861,AL,2006,f,65+,13
3862,AL,2007,f,65+,9
3863,AM,2005,f,65+,7
3864,AM,2006,f,65+,4
3865,AM,2007,f,65+,7
3866,AM,2008,f,65+,11
3867,AR,2008,f,65+,204
3868,AT,2005,f,65+,10
3869,AT,2006,f,65+,15
3870,AZ,2005,f,65+,24
3871,AZ,2006,f,65+,8
3872,BA,2005,f,65+,130
3873,BA,2006,f,65+,88
3874,BA,2007,f,65+,0
3875,BA,2008,f,65+,112
3876,BB,2008,f,65+,0
3877,BE,2005,f,65+,23
3878,BE,2006,f,65+,22
3879,BE,2008,f,65+,12
3880,BG,2005,f,65+,70
3881,BG,2008,f,65+,44
3882,BH,2008,f,65+,0
3883,BN,2008,f,65+,10
3884,BR,2008,f,65+,879
3885,BS,2008,f,65+,0
3886,BW,2008,f,65+,30
3887,BZ,2008,f,65+,8
3888,CA,2008,f,65+,45
3889,CH,2005,f,65+,4
3890,CH,2006,f,65+,2
3891,CH,2007,f,65+,7
3892,CH,2008,f,65+,1
3893,CM,2008,f,65+,148
3894,CY,2005,f,65+,0
3895,CY,2006,f,65+,0
3896,CY,2007,f,65+,0
3897,CY,2008,f,65+,0
3898,CZ,2005,f,65+,28
3899,CZ,2006,f,65+,30
3900,CZ,2007,f,65+,28
3901,CZ,2008,f,65+,23
3902,DE,2005,f,65+,103
3903,DE,2006,f,65+,102
3904,DE,2007,f,65+,178
3905,DE,2008,f,65+,71
3906,DK,2005,f,65+,5
3907,DK,2006,f,65+,4
3908,DK,2007,f,65+,8
3909,DK,2008,f,65+,1
3910,DM,2008,f,65+,0
3911,DO,2008,f,65+,52
3912,EE,2005,f,65+,8
3913,EE,2006,f,65+,6
3914,EE,2007,f,65+,6
3915,EE,2008,f,65+,15
3916,EG,2008,f,65+,113
3917,ES,2005,f,65+,108
3918,ES,2006,f,65+,77
3919,ES,2007,f,65+,93
3920,ES,2008,f,65+,73
3921,FI,2005,f,65+,20
3922,FI,2006,f,65+,19
3923,FI,2007,f,65+,13
3924,FI,2008,f,65+,14
3925,FM,2008,f,65+,0
3926,FR,2005,f,65+,180
3927,FR,2006,f,65+,170
3928,FR,2007,f,65+,188
3929,FR,2008,f,65+,101
3930,GB,2005,f,65+,83
3931,GB,2006,f,65+,97
3932,GB,2007,f,65+,138
3933,GB,2008,f,65+,62
3934,GE,2006,f,65+,34
3935,GE,2007,f,65+,46
3936,GE,2008,f,65+,160
3937,GM,2008,f,65+,8
3938,GR,2005,f,65+,17
3939,GR,2006,f,65+,24
3940,GR,2007,f,65+,24
3941,GR,2008,f,65+,7
3942,GT,2008,f,65+,101
3943,GU,2008,f,65+,3
3944,GY,2008,f,65+,7
3945,HK,2008,f,65+,131
3946,HN,2008,f,65+,116
3947,HR,2005,f,65+,56
3948,HR,2006,f,65+,59
3949,HR,2008,f,65+,44
3950,HT,2008,f,65+,139
3951,HU,2005,f,65+,33
3952,HU,2006,f,65+,29
3953,HU,2007,f,65+,29
3954,HU,2008,f,65+,25
3955,ID,2008,f,65+,3143
3956,IE,2005,f,65+,8
3957,IE,2006,f,65+,3
3958,IE,2007,f,65+,4
3959,IE,2008,f,65+,2
3960,IL,2005,f,65+,9
3961,IL,2006,f,65+,7
3962,IL,2007,f,65+,14
3963,IL,2008,f,65+,19
3964,IQ,2008,f,65+,125
3965,IR,2008,f,65+,879
3966,IS,2005,f,65+,0
3967,IS,2006,f,65+,1
3968,IS,2007,f,65+,2
3969,IS,2008,f,65+,0
3970,IT,2005,f,65+,70
3971,IT,2006,f,65+,88
3972,IT,2007,f,65+,76
3973,IT,2008,f,65+,56
3974,JM,2008,f,65+,6
3975,JO,2008,f,65+,3
3976,JP,2008,f,65+,1872
3977,KE,2008,f,65+,296
3978,KG,2005,f,65+,98
3979,KI,2008,f,65+,4
3980,KM,2008,f,65+,2
3981,KN,2008,f,65+,0
3982,KP,2008,f,65+,604
3983,KR,2008,f,65+,1889
3984,KW,2008,f,65+,6
3985,KZ,2005,f,65+,187
3986,KZ,2007,f,65+,157
3987,KZ,2008,f,65+,185
3988,LB,2008,f,65+,2
3989,LC,2008,f,65+,2
3990,LR,2008,f,65+,44
3991,LS,2008,f,65+,54
3992,LT,2005,f,65+,54
3993,LT,2006,f,65+,53
3994,LT,2007,f,65+,37
3995,LT,2008,f,65+,44
3996,LU,2005,f,65+,0
3997,LU,2006,f,65+,1
3998,LU,2007,f,65+,0
3999,LU,2008,f,65+,0
4000,LV,2005,f,65+,12
4001,LV,2006,f,65+,13
4002,LV,2008,f,65+,12
4003,LY,2008,f,65+,17
4004,MA,2008,f,65+,358
4005,MD,2005,f,65+,18
4006,MD,2007,f,65+,25
4007,MD,2008,f,65+,25
4008,ME,2005,f,65+,8
4009,ME,2007,f,65+,1
4010,ME,2008,f,65+,7
4011,MG,2008,f,65+,171
4012,MH,2008,f,65+,0
4013,MK,2005,f,65+,13
4014,MK,2006,f,65+,11
4015,MK,2007,f,65+,8
4016,MK,2008,f,65+,10
4017,ML,2008,f,65+,121
4018,MO,2008,f,65+,5
4019,MP,2008,f,65+,0
4020,MT,2005,f,65+,0
4021,MT,2006,f,65+,0
4022,MT,2007,f,65+,0
4023,MT,2008,f,65+,2
4024,MU,2008,f,65+,1
4025,MX,2008,f,65+,836
4026,MY,2008,f,65+,657
4027,NC,2008,f,65+,1
4028,NL,2005,f,65+,4
4029,NL,2006,f,65+,10
4030,NL,2007,f,65+,12
4031,NL,2008,f,65+,7
4032,NO,2005,f,65+,3
4033,NO,2006,f,65+,3
4034,NO,2008,f,65+,6
4035,NR,2008,f,65+,0
4036,NZ,2008,f,65+,9
4037,OM,2008,f,65+,1
4038,PE,2008,f,65+,899
4039,PF,2008,f,65+,2
4040,PL,2005,f,65+,316
4041,PL,2006,f,65+,318
4042,PL,2007,f,65+,277
4043,PL,2008,f,65+,264
4044,PR,2008,f,65+,0
4045,PS,2008,f,65+,0
4046,PT,2005,f,65+,42
4047,PT,2006,f,65+,41
4048,PT,2007,f,65+,26
4049,PT,2008,f,65+,39
4050,PY,2008,f,65+,56
4051,QA,2008,f,65+,2
4052,RO,2005,f,65+,442
4053,RO,2006,f,65+,465
4054,RO,2008,f,65+,499
4055,RS,2005,f,65+,149
4056,RS,2006,f,65+,152
4057,RS,2007,f,65+,135
4058,RS,2008,f,65+,138
4059,RU,2008,f,65+,835
4060,SB,2008,f,65+,2
4061,SC,2008,f,65+,0
4062,SD,2008,f,65+,235
4063,SE,2005,f,65+,13
4064,SE,2006,f,65+,10
4065,SE,2007,f,65+,12
4066,SE,2008,f,65+,6
4067,SG,2008,f,65+,33
4068,SI,2005,f,65+,16
4069,SI,2006,f,65+,19
4070,SI,2007,f,65+,16
4071,SI,2008,f,65+,7
4072,SK,2005,f,65+,27
4073,SK,2006,f,65+,20
4074,SK,2007,f,65+,28
4075,SK,2008,f,65+,17
4076,SN,2008,f,65+,97
4077,SV,2008,f,65+,66
4078,SZ,2008,f,65+,19
4079,TJ,2005,f,65+,53
4080,TJ,2008,f,65+,73
4081,TM,2005,f,65+,8
4082,TM,2007,f,65+,35
4083,TO,2008,f,65+,0
4084,TR,2005,f,65+,213
4085,TR,2006,f,65+,256
4086,TR,2007,f,65+,255
4087,TR,2008,f,65+,236
4088,TT,2008,f,65+,7
4089,TV,2008,f,65+,0
4090,UA,2007,f,65+,861
4091,UG,2008,f,65+,206
4092,US,2008,f,65+,300
4093,UY,2008,f,65+,13
4094,UZ,2007,f,65+,436
4095,VE,2008,f,65+,182
4096,ZA,2008,f,65+,2117
4097,AD,2005,f,undisclosed,0
4098,AD,2006,f,undisclosed,0
4099,AD,2008,f,undisclosed,0
4100,AE,2008,f,undisclosed,0
4101,AL,2005,f,undisclosed,0
4102,AL,2006,f,undisclosed,0
4103,AL,2007,f,undisclosed,0
4104,AM,2005,f,undisclosed,0
4105,AM,2006,f,undisclosed,0
4106,AM,2007,f,undisclosed,0
4107,AM,2008,f,undisclosed,0
4108,AR,2008,f,undisclosed,8
4109,AT,2005,f,undisclosed,0
4110,AT,2006,f,undisclosed,0
4111,AZ,2005,f,undisclosed,0
4112,AZ,2006,f,undisclosed,0
4113,BA,2005,f,undisclosed,0
4114,BA,2006,f,undisclosed,2
4115,BA,2007,f,undisclosed,0
4116,BA,2008,f,undisclosed,0
4117,BB,2008,f,undisclosed,0
4118,BE,2005,f,undisclosed,0
4119,BE,2006,f,undisclosed,0
4120,BE,2008,f,undisclosed,0
4121,BG,2005,f,undisclosed,0
4122,BG,2008,f,undisclosed,0
4123,BH,2008,f,undisclosed,0
4124,BN,2008,f,undisclosed,0
4125,BR,2008,f,undisclosed,0
4126,BS,2008,f,undisclosed,0
4127,BW,2008,f,undisclosed,0
4128,BZ,2008,f,undisclosed,0
4129,CA,2008,f,undisclosed,0
4130,CH,2005,f,undisclosed,0
4131,CH,2006,f,undisclosed,0
4132,CH,2007,f,undisclosed,0
4133,CH,2008,f,undisclosed,0
4134,CM,2008,f,undisclosed,0
4135,CY,2005,f,undisclosed,0
4136,CY,2006,f,undisclosed,0
4137,CY,2007,f,undisclosed,0
